date,time,game,stadium,note
06.02(화),18:30,한화vs두산,잠실,-
06.02(화),18:30,키움vsSSG,문학,-
06.02(화),18:30,NCvs삼성,대구,-
06.02(화),18:30,LGvsKT,수원,-
06.02(화),18:30,롯데vsKIA,광주,-
06.03(수),17:00,한화vs두산,잠실,-
06.03(수),17:00,키움vsSSG,문학,-
06.03(수),17:00,NCvs삼성,대구,-
06.03(수),17:00,LGvsKT,수원,-
06.03(수),17:00,롯데vsKIA,광주,-
06.04(목),18:30,한화vs두산,잠실,-
06.04(목),18:30,키움vsSSG,문학,-
06.04(목),18:30,NCvs삼성,대구,-
06.04(목),18:30,LGvsKT,수원,-
06.04(목),18:30,롯데vsKIA,광주,-
06.05(금),18:30,키움vs두산,잠실,-
06.05(금),18:30,KTvsSSG,문학,-
06.05(금),18:30,한화vs롯데,사직,-
06.05(금),18:30,LGvsNC,창원,-
06.05(금),18:30,삼성vsKIA,광주,-
06.06(토),17:00,키움vs두산,잠실,-
06.06(토),17:00,KTvsSSG,문학,-
06.06(토),17:00,한화vs롯데,사직,-
06.06(토),17:00,LGvsNC,창원,-
06.06(토),17:00,삼성vsKIA,광주,-
06.07(일),17:00,키움vs두산,잠실,-
06.07(일),17:00,KTvsSSG,문학,-
06.07(일),17:00,한화vs롯데,사직,-
06.07(일),17:00,LGvsNC,창원,-
06.07(일),17:00,삼성vsKIA,광주,-
06.09(화),18:30,SSGvsLG,잠실,-
06.09(화),18:30,두산vs롯데,사직,-
06.09(화),18:30,삼성vsKT,수원,-
06.09(화),18:30,NCvs키움,고척,-
06.09(화),18:30,KIAvs한화,대전,-
06.10(수),18:30,SSGvsLG,잠실,-
06.10(수),18:30,두산vs롯데,사직,-
06.10(수),18:30,삼성vsKT,수원,-
06.10(수),18:30,NCvs키움,고척,-
06.10(수),18:30,KIAvs한화,대전,-
06.11(목),18:30,SSGvsLG,잠실,-
06.11(목),18:30,두산vs롯데,사직,-
06.11(목),18:30,삼성vsKT,수원,-
06.11(목),18:30,NCvs키움,고척,-
06.11(목),18:30,KIAvs한화,대전,-
06.12(금),18:30,롯데vsLG,잠실,-
06.12(금),18:30,SSGvs삼성,대구,-
06.12(금),18:30,NCvsKT,수원,-
06.12(금),18:30,두산vsKIA,광주,-
06.12(금),18:30,한화vs키움,고척,-
06.13(토),17:00,롯데vsLG,잠실,-
06.13(토),17:00,SSGvs삼성,대구,-
06.13(토),17:00,NCvsKT,수원,-
06.13(토),17:00,두산vsKIA,광주,-
06.13(토),17:00,한화vs키움,고척,-
06.14(일),14:00,한화vs키움,고척,-
06.14(일),17:00,롯데vsLG,잠실,-
06.14(일),17:00,SSGvs삼성,대구,-
06.14(일),17:00,NCvsKT,수원,-
06.14(일),17:00,두산vsKIA,광주,-
06.16(화),18:30,KTvs두산,잠실,-
06.16(화),18:30,롯데vsSSG,문학,-
06.16(화),18:30,키움vs삼성,대구,-
06.16(화),18:30,한화vsNC,창원,-
06.16(화),18:30,LGvsKIA,광주,-
06.17(수),18:30,KTvs두산,잠실,-
06.17(수),18:30,롯데vsSSG,문학,-
06.17(수),18:30,키움vs삼성,대구,-
06.17(수),18:30,한화vsNC,창원,-
06.17(수),18:30,LGvsKIA,광주,-
06.18(목),18:30,KTvs두산,잠실,-
06.18(목),18:30,롯데vsSSG,문학,-
06.18(목),18:30,키움vs삼성,대구,-
06.18(목),18:30,한화vsNC,창원,-
06.18(목),18:30,LGvsKIA,광주,-
06.19(금),18:30,두산vsLG,잠실,-
06.19(금),18:30,SSGvsNC,창원,-
06.19(금),18:30,KIAvsKT,수원,-
06.19(금),18:30,롯데vs키움,고척,-
06.19(금),18:30,삼성vs한화,대전,-
06.20(토),17:00,두산vsLG,잠실,-
06.20(토),17:00,SSGvsNC,창원,-
06.20(토),17:00,KIAvsKT,수원,-
06.20(토),17:00,롯데vs키움,고척,-
06.20(토),17:00,삼성vs한화,대전,-
06.21(일),14:00,롯데vs키움,고척,-
06.21(일),17:00,두산vsLG,잠실,-
06.21(일),17:00,SSGvsNC,창원,-
06.21(일),17:00,KIAvsKT,수원,-
06.21(일),17:00,삼성vs한화,대전,-
06.23(화),18:30,삼성vsLG,잠실,-
06.23(화),18:30,NCvs롯데,사직,-
06.23(화),18:30,SSGvsKT,수원,-
06.23(화),18:30,KIAvs키움,고척,-
06.23(화),18:30,두산vs한화,대전,-
06.24(수),18:30,삼성vsLG,잠실,-
06.24(수),18:30,NCvs롯데,사직,-
06.24(수),18:30,SSGvsKT,수원,-
06.24(수),18:30,KIAvs키움,고척,-
06.24(수),18:30,두산vs한화,대전,-
06.25(목),18:30,삼성vsLG,잠실,-
06.25(목),18:30,NCvs롯데,사직,-
06.25(목),18:30,SSGvsKT,수원,-
06.25(목),18:30,KIAvs키움,고척,-
06.25(목),18:30,두산vs한화,대전,-
06.26(금),18:30,KIAvs두산,잠실,-
06.26(금),18:30,한화vsSSG,문학,-
06.26(금),18:30,LGvs롯데,사직,-
06.26(금),18:30,KTvs삼성,대구,-
06.26(금),18:30,키움vsNC,창원,-
06.27(토),17:00,KIAvs두산,잠실,-
06.27(토),17:00,한화vsSSG,문학,-
06.27(토),17:00,LGvs롯데,사직,-
06.27(토),17:00,KTvs삼성,대구,-
06.27(토),17:00,키움vsNC,창원,-
06.28(일),17:00,KIAvs두산,잠실,-
06.28(일),17:00,한화vsSSG,문학,-
06.28(일),17:00,LGvs롯데,사직,-
06.28(일),17:00,KTvs삼성,대구,-
06.28(일),17:00,키움vsNC,창원,-
06.30(화),18:30,롯데vs두산,잠실,-
06.30(화),18:30,삼성vsNC,창원,-
06.30(화),18:30,SSGvsKIA,광주,-
06.30(화),18:30,LGvs키움,고척,-
06.30(화),18:30,KTvs한화,대전,-
